date,time,injury,age,sex
11/16/12,20:30,INJURED,26,M
11/16/12,19:00,INJURED,30,F
11/16/12,14:20,INJURED,31,M
11/16/12,11:45,INJURED,50,M
11/16/12,20:15,INJURED,52,M
11/16/12,13:20,INJURED,54,F
11/16/12,14:16,INJURED,55,F
11/16/12,19:05,INJURED,56,M
11/16/12,10:25,INJURED,57,M
11/16/12,17:30,INJURED,0,F
11/17/12,01:25,INJURED,21,M
11/17/12,23:35,INJURED,24,M
11/17/12,17:50,INJURED,25,M
11/17/12,18:30,INJURED,31,F
11/17/12,17:50,INJURED,32,M
11/17/12,23:45,INJURED,33,M
11/17/12,13:00,INJURED,33,F
11/17/12,14:00,INJURED,45,F
11/17/12,17:15,INJURED,46,F
11/17/12,23:00,INJURED,46,M
11/17/12,11:00,INJURED,47,F
11/17/12,14:45,INJURED,51,F
11/17/12,22:05,INJURED,52,M
11/17/12,19:50,INJURED,77,F
11/17/12,17:30,INJURED,0,M
11/17/12,08:45,INJURED,0,X
11/17/12,19:00,INJURED,0,M
11/18/12,18:40,INJURED,34,M
11/18/12,17:30,INJURED,47,F
11/18/12,13:10,INJURED,48,M
11/18/12,21:40,INJURED,49,F
11/18/12,20:20,INJURED,50,F
11/18/12,17:40,INJURED,62,F
11/18/12,16:00,INJURED,69,F
11/18/12,14:05,INJURED,0,F
11/18/12,09:10,INJURED,0,M
11/18/12,14:50,INJURED,0,F
11/19/12,19:10,INJURED,20,F
11/19/12,23:05,INJURED,24,F
11/19/12,17:20,INJURED,47,F
11/19/12,18:55,INJURED,47,M
11/19/12,07:30,INJURED,54,M
11/19/12,15:30,INJURED,60,F
11/19/12,19:00,INJURED,63,F
11/19/12,14:01,INJURED,65,F
11/19/12,10:00,INJURED,78,F
11/19/12,18:20,INJURED,85,F
11/19/12,11:30,INJURED,0,M
11/20/12,21:15,INJURED,20,F
11/20/12,10:00,INJURED,25,M
11/20/12,09:50,INJURED,27,M
11/20/12,20:20,INJURED,28,F
11/20/12,16:00,INJURED,32,M
11/20/12,23:00,INJURED,35,M
11/20/12,08:00,INJURED,41,F
11/20/12,22:50,INJURED,48,F
11/20/12,08:45,INJURED,48,F
11/20/12,07:10,INJURED,55,F
11/20/12,18:00,INJURED,57,M
11/20/12,06:55,INJURED,59,M
11/20/12,08:55,INJURED,64,M
11/20/12,15:50,INJURED,69,F
11/20/12,17:10,INJURED,88,M
11/20/12,17:10,INJURED,0,M
11/20/12,09:00,INJURED,0,M
11/21/12,20:55,INJURED,25,F
11/21/12,08:55,INJURED,26,M
11/21/12,19:30,INJURED,31,M
11/21/12,17:15,INJURED,33,M
11/21/12,19:45,INJURED,39,F
11/21/12,06:15,INJURED,39,M
11/21/12,11:05,INJURED,43,M
11/21/12,11:20,INJURED,49,M
11/21/12,12:30,INJURED,53,M
11/21/12,17:35,INJURED,74,M
11/21/12,14:55,INJURED,78,F
11/21/12,08:30,INJURED,96,M
11/21/12,03:55,INJURED,0,M
11/21/12,18:40,INJURED,0,M
11/21/12,19:30,INJURED,0,M
11/21/12,17:15,INJURED,0,M
11/22/12,15:00,INJURED,22,F
11/22/12,21:35,INJURED,27,M
11/22/12,21:45,INJURED,27,M
11/22/12,18:30,INJURED,45,M
11/22/12,10:55,INJURED,50,F
11/22/12,16:00,INJURED,51,M
11/22/12,15:40,INJURED,72,M
11/23/12,11:55,INJURED,22,M
11/23/12,16:55,INJURED,30,F
11/23/12,08:50,INJURED,43,M
11/23/12,21:10,INJURED,67,M
11/23/12,15:15,INJURED,73,F
11/23/12,07:05,INJURED,82,M
11/23/12,19:00,INJURED,0,M
11/23/12,21:00,INJURED,0,M
11/23/12,20:20,INJURED,0,M
11/24/12,17:30,INJURED,21,M
11/24/12,02:45,INJURED,21,M
11/24/12,19:00,INJURED,25,M
11/24/12,14:50,INJURED,30,F
11/24/12,08:15,INJURED,43,M
11/24/12,18:05,INJURED,44,F
11/24/12,22:45,INJURED,47,M
11/24/12,01:10,INJURED,48,F
11/24/12,20:15,INJURED,0,M
11/24/12,12:45,INJURED,0,X
11/24/12,10:00,INJURED,0,F
11/25/12,14:30,INJURED,23,M
11/25/12,00:30,INJURED,35,M
11/25/12,17:25,INJURED,43,M
11/25/12,12:50,INJURED,50,F
11/25/12,18:30,INJURED,51,M
11/25/12,13:30,INJURED,53,F
11/25/12,13:50,INJURED,68,M
11/25/12,21:05,INJURED,0,M
11/26/12,14:25,INJURED,21,F
11/26/12,09:10,INJURED,23,F
11/26/12,15:25,INJURED,26,F
11/26/12,16:50,INJURED,26,M
11/26/12,14:20,INJURED,27,F
11/26/12,00:30,INJURED,30,M
11/26/12,13:00,INJURED,31,M
11/26/12,09:40,INJURED,47,M
11/26/12,10:25,INJURED,50,M
11/26/12,12:30,NONE,55,F
11/26/12,15:20,INJURED,63,M
11/26/12,09:15,INJURED,65,F
11/26/12,10:10,INJURED,72,F
11/26/12,12:15,INJURED,0,M
11/26/12,08:00,INJURED,0,M
11/27/12,09:35,INJURED,23,M
11/27/12,10:25,INJURED,24,M
11/27/12,19:05,INJURED,32,M
11/27/12,09:50,INJURED,32,M
11/27/12,09:50,INJURED,32,M
11/27/12,12:30,INJURED,33,F
11/27/12,18:05,INJURED,35,M
11/27/12,15:55,INJURED,38,M
11/27/12,17:35,INJURED,40,F
11/27/12,18:15,INJURED,49,M
11/27/12,08:50,NONE,57,M
11/27/12,14:00,INJURED,59,F
11/27/12,17:10,INJURED,62,M
11/27/12,19:20,INJURED,62,M
11/27/12,16:10,INJURED,71,M
11/28/12,15:50,INJURED,23,F
11/28/12,07:15,INJURED,23,F
11/28/12,08:00,INJURED,23,M
11/28/12,06:45,NONE,25,F
11/28/12,17:25,INJURED,25,F
11/28/12,09:30,INJURED,30,F
11/28/12,13:10,INJURED,48,M
11/28/12,17:15,INJURED,55,M
11/28/12,18:50,INJURED,0,M
11/29/12,17:05,INJURED,22,M
11/29/12,17:40,INJURED,22,M
11/29/12,16:05,INJURED,25,M
11/29/12,18:40,INJURED,26,M
11/29/12,01:00,INJURED,35,M
11/29/12,18:50,INJURED,35,F
11/29/12,16:30,INJURED,42,M
11/29/12,10:15,INJURED,51,M
11/29/12,09:40,INJURED,57,F
11/29/12,14:45,INJURED,67,F
11/29/12,10:30,INJURED,72,F
11/29/12,12:10,INJURED,74,F
11/29/12,07:00,INJURED,0,M
11/29/12,14:30,INJURED,0,M
11/30/12,12:30,INJURED,20,F
11/30/12,16:00,INJURED,22,M
11/30/12,01:30,INJURED,29,F
11/30/12,09:20,INJURED,30,F
11/30/12,15:50,INJURED,31,M
11/30/12,22:00,NONE,32,M
11/30/12,13:30,INJURED,33,M
11/30/12,14:45,INJURED,35,M
11/30/12,18:15,INJURED,44,M
11/30/12,12:00,INJURED,45,M
11/30/12,05:50,INJURED,45,F
11/30/12,06:10,INJURED,47,M
11/30/12,15:45,NONE,51,M
11/30/12,18:05,INJURED,71,F
11/30/12,17:30,INJURED,0,M
11/30/12,01:20,INJURED,0,M
12/1/12,11:50,INJURED,24,M
12/1/12,19:25,INJURED,32,F
12/1/12,22:15,INJURED,33,M
12/1/12,21:35,INJURED,34,F
12/1/12,08:40,INJURED,37,M
12/1/12,12:55,INJURED,45,F
12/1/12,18:00,INJURED,50,M
12/1/12,21:15,INJURED,60,M
12/1/12,18:50,INJURED,65,F
12/1/12,08:10,INJURED,68,M
12/1/12,10:20,INJURED,74,M
12/1/12,20:00,INJURED,0,M
12/1/12,14:30,INJURED,0,X
12/2/12,02:15,INJURED,22,M
12/2/12,11:55,INJURED,28,M
12/2/12,23:20,INJURED,32,F
12/2/12,17:55,INJURED,38,M
12/2/12,00:50,INJURED,62,M
12/2/12,20:00,INJURED,70,M
12/2/12,00:02,INJURED,77,M
12/2/12,13:25,INJURED,0,F
12/2/12,20:50,INJURED,0,M
12/3/12,22:55,INJURED,26,F
12/3/12,07:50,INJURED,26,M
12/3/12,20:10,INJURED,26,M
12/3/12,12:45,INJURED,42,M
12/3/12,13:20,INJURED,45,F
12/3/12,18:15,NONE,50,M
12/3/12,19:30,NONE,52,F
12/3/12,14:30,INJURED,53,M
12/3/12,21:00,INJURED,55,F
12/3/12,16:55,INJURED,60,F
12/3/12,07:50,NONE,0,M
12/3/12,20:20,INJURED,0,F
12/4/12,18:50,INJURED,30,F
12/4/12,13:50,INJURED,31,M
12/4/12,07:50,INJURED,33,M
12/4/12,06:00,INJURED,41,M
12/4/12,16:45,NONE,42,M
12/4/12,08:15,INJURED,51,F
12/4/12,18:20,NONE,56,M
12/4/12,17:45,INJURED,63,F
12/4/12,08:55,INJURED,67,M
12/4/12,11:00,INJURED,0,F
12/4/12,07:45,INJURED,0,M
12/5/12,10:45,INJURED,22,M
12/5/12,13:40,INJURED,39,M
12/5/12,17:50,INJURED,39,M
12/5/12,13:00,INJURED,41,M
12/5/12,21:10,INJURED,44,F
12/5/12,10:50,INJURED,46,M
12/5/12,19:40,INJURED,49,F
12/5/12,18:25,NONE,50,M
12/5/12,14:50,INJURED,50,M
12/5/12,11:45,NONE,57,M
12/5/12,08:20,INJURED,68,M
12/5/12,17:40,INJURED,0,M
12/6/12,21:00,NONE,25,M
12/6/12,22:30,INJURED,25,M
12/6/12,16:45,INJURED,26,M
12/6/12,22:00,INJURED,29,M
12/6/12,17:00,INJURED,39,M
12/6/12,13:30,INJURED,42,M
12/6/12,08:05,INJURED,53,F
12/6/12,19:15,INJURED,0,M
12/6/12,22:45,INJURED,0,M
12/6/12,19:20,INJURED,0,M
12/6/12,18:45,INJURED,0,M
12/7/12,21:40,INJURED,22,M
12/7/12,18:40,INJURED,24,M
12/7/12,17:35,INJURED,24,F
12/7/12,07:15,INJURED,26,M
12/7/12,18:10,INJURED,26,M
12/7/12,22:30,INJURED,32,M
12/7/12,14:00,INJURED,45,M
12/7/12,15:55,INJURED,48,M
12/7/12,18:15,INJURED,49,M
12/7/12,17:15,INJURED,50,M
12/7/12,18:55,INJURED,54,M
12/7/12,16:25,INJURED,55,M
12/7/12,16:30,INJURED,56,M
12/7/12,08:10,INJURED,60,F
12/7/12,18:35,INJURED,61,F
12/7/12,14:24,INJURED,77,F
12/7/12,16:00,NONE,0,M
12/7/12,20:20,INJURED,0,M
12/7/12,16:15,INJURED,0,M
12/8/12,13:00,INJURED,23,M
12/8/12,08:05,INJURED,24,M
12/8/12,19:55,INJURED,26,M
12/8/12,09:20,INJURED,28,M
12/8/12,14:20,INJURED,29,M
12/8/12,11:10,INJURED,33,M
12/8/12,17:20,INJURED,35,M
12/8/12,16:00,INJURED,35,F
12/8/12,07:10,INJURED,47,M
12/8/12,10:25,INJURED,48,M
12/8/12,14:40,INJURED,51,F
12/8/12,09:55,INJURED,56,F
12/8/12,13:25,INJURED,62,M
12/8/12,06:40,INJURED,64,M
12/8/12,12:25,INJURED,0,M
12/9/12,22:00,INJURED,20,F
12/9/12,14:10,INJURED,21,F
12/9/12,11:30,INJURED,22,F
12/9/12,16:40,INJURED,26,M
12/9/12,02:15,INJURED,28,F
12/9/12,17:20,INJURED,36,M
12/9/12,19:00,INJURED,37,M
12/9/12,02:20,INJURED,40,M
12/9/12,21:25,INJURED,61,M
12/9/12,22:35,INJURED,64,M
12/9/12,10:45,INJURED,76,F
12/9/12,01:35,INJURED,0,F
12/10/12,07:35,INJURED,20,M
12/10/12,18:10,INJURED,22,F
12/10/12,12:30,INJURED,22,M
12/10/12,18:05,INJURED,25,F
12/10/12,12:35,INJURED,43,M
12/10/12,14:40,NONE,44,F
12/10/12,18:30,INJURED,45,F
12/10/12,15:00,INJURED,48,M
12/10/12,10:15,INJURED,53,F
12/10/12,15:18,INJURED,54,M
12/10/12,05:55,INJURED,55,F
12/10/12,18:10,INJURED,58,M
12/10/12,06:50,INJURED,61,F
12/10/12,08:20,INJURED,61,M
12/10/12,14:40,INJURED,64,F
12/10/12,13:25,INJURED,71,F
12/10/12,08:30,INJURED,0,F
12/10/12,06:55,INJURED,0,F
12/11/12,12:30,INJURED,22,F
12/11/12,15:00,INJURED,31,M
12/11/12,19:20,INJURED,31,M
12/11/12,09:55,INJURED,32,M
12/11/12,07:30,INJURED,32,F
12/11/12,19:30,INJURED,35,M
12/11/12,12:00,INJURED,37,M
12/11/12,14:35,INJURED,40,M
12/11/12,18:20,INJURED,41,M
12/11/12,06:20,INJURED,43,F
12/11/12,12:05,INJURED,52,M
12/11/12,14:00,INJURED,53,M
12/11/12,21:25,INJURED,61,M
12/11/12,18:20,INJURED,0,M
12/11/12,18:45,INJURED,0,X
12/11/12,07:35,INJURED,0,M
12/11/12,00:35,INJURED,0,X
12/12/12,23:15,INJURED,24,M
12/12/12,21:35,NONE,25,M
12/12/12,07:40,NONE,29,F
12/12/12,14:20,INJURED,30,M
12/12/12,17:20,INJURED,31,F
12/12/12,12:30,INJURED,35,M
12/12/12,11:05,INJURED,45,M
12/12/12,09:10,NONE,46,M
12/12/12,20:00,INJURED,50,M
12/12/12,17:35,INJURED,53,M
12/12/12,15:30,INJURED,54,M
12/12/12,08:30,INJURED,59,F
12/12/12,15:10,NONE,63,F
12/12/12,15:20,INJURED,67,M
12/12/12,17:15,INJURED,0,F
12/13/12,17:25,INJURED,20,M
12/13/12,14:20,NONE,29,M
12/13/12,02:00,INJURED,33,M
12/13/12,06:10,INJURED,37,F
12/13/12,08:05,INJURED,41,M
12/13/12,10:00,INJURED,42,M
12/13/12,12:20,INJURED,50,M
12/13/12,15:50,INJURED,50,M
12/13/12,20:30,INJURED,72,F
12/13/12,09:35,INJURED,77,M
12/13/12,05:55,INJURED,79,M
12/13/12,07:55,NONE,83,M
12/13/12,15:00,INJURED,0,F
12/13/12,16:40,INJURED,0,M
12/13/12,14:05,INJURED,0,F
12/14/12,22:15,INJURED,23,F
12/14/12,07:45,INJURED,26,F
12/14/12,22:15,INJURED,27,F
12/14/12,09:55,INJURED,39,M
12/14/12,22:55,INJURED,43,F
12/14/12,14:35,INJURED,47,F
12/14/12,19:20,INJURED,52,F
12/14/12,11:20,INJURED,55,F
12/14/12,17:10,INJURED,63,F
12/14/12,06:45,INJURED,63,F
12/14/12,17:25,INJURED,0,M
12/14/12,17:40,INJURED,0,F
12/14/12,14:00,INJURED,0,M
12/14/12,15:35,INJURED,0,F
12/15/12,23:00,INJURED,22,M
12/15/12,08:00,INJURED,30,M
12/15/12,23:30,INJURED,30,M
12/15/12,02:10,INJURED,32,M
12/15/12,01:45,INJURED,34,M
12/15/12,15:40,INJURED,47,M
12/15/12,14:50,INJURED,53,F
12/15/12,07:45,INJURED,56,F
12/15/12,12:15,INJURED,56,M
12/15/12,10:35,INJURED,60,M
12/15/12,12:15,INJURED,68,M
12/15/12,16:45,INJURED,69,M
12/15/12,10:00,INJURED,74,F
12/15/12,11:20,NONE,0,M
12/15/12,13:20,INJURED,0,M
12/15/12,13:40,INJURED,0,M
12/15/12,00:45,INJURED,0,F
12/15/12,11:30,INJURED,0,M
12/16/12,23:55,NONE,25,F
12/16/12,16:50,INJURED,29,M
12/16/12,02:30,INJURED,33,M
12/16/12,20:55,INJURED,45,M
12/16/12,18:00,INJURED,50,M
12/16/12,10:40,INJURED,63,F
12/16/12,11:00,NONE,64,F
12/16/12,19:15,INJURED,68,F
12/16/12,06:20,INJURED,84,M
12/16/12,20:30,NONE,0,F
12/16/12,11:35,INJURED,0,M
12/17/12,19:20,INJURED,21,F
12/17/12,21:00,INJURED,25,M
12/17/12,09:45,INJURED,33,F
12/17/12,10:45,INJURED,35,F
12/17/12,15:30,INJURED,40,F
12/17/12,19:30,INJURED,50,M
12/17/12,18:00,INJURED,63,F
12/17/12,14:30,INJURED,66,M
12/17/12,10:05,INJURED,80,F
12/17/12,18:00,INJURED,0,M
12/17/12,11:50,INJURED,0,M
12/18/12,14:25,INJURED,23,F
12/18/12,23:25,INJURED,37,F
12/18/12,05:40,INJURED,43,M
12/18/12,08:30,INJURED,44,F
12/18/12,19:15,INJURED,48,M
12/18/12,15:30,INJURED,56,M
12/18/12,18:25,INJURED,58,M
12/18/12,10:30,INJURED,66,F
12/18/12,11:40,INJURED,69,M
12/18/12,15:20,INJURED,82,F
12/18/12,13:45,INJURED,83,M
12/18/12,04:50,INJURED,93,M
12/18/12,12:45,INJURED,0,M
12/18/12,17:40,INJURED,0,M
12/19/12,22:15,INJURED,28,F
12/19/12,17:40,INJURED,28,M
12/19/12,16:00,INJURED,29,M
12/19/12,18:30,INJURED,39,M
12/19/12,23:10,INJURED,40,F
12/19/12,19:30,INJURED,67,M
12/19/12,20:50,NONE,71,M
12/20/12,17:35,NONE,24,M
12/20/12,15:35,INJURED,31,F
12/20/12,16:45,INJURED,33,M
12/20/12,13:15,INJURED,39,M
12/20/12,16:10,INJURED,43,M
12/20/12,15:40,INJURED,44,F
12/20/12,09:40,INJURED,51,F
12/20/12,12:04,INJURED,57,F
12/20/12,08:00,INJURED,60,M
12/20/12,16:20,INJURED,76,F
12/20/12,09:15,INJURED,78,F
12/20/12,08:30,INJURED,0,M
12/20/12,08:10,INJURED,0,X
12/21/12,17:30,INJURED,22,M
12/21/12,20:20,INJURED,27,M
12/21/12,08:15,INJURED,27,F
12/21/12,08:05,INJURED,30,M
12/21/12,16:50,INJURED,30,M
12/21/12,18:20,INJURED,31,M
12/21/12,17:35,INJURED,35,M
12/21/12,16:15,INJURED,51,M
12/21/12,07:50,INJURED,58,M
12/21/12,11:55,INJURED,64,F
12/21/12,07:30,INJURED,74,M
12/21/12,16:40,INJURED,0,F
12/21/12,09:15,INJURED,0,F
12/21/12,16:50,INJURED,0,X
12/21/12,16:15,INJURED,0,M
12/21/12,21:00,INJURED,0,M
12/22/12,13:20,INJURED,20,M
12/22/12,20:55,NONE,25,F
12/22/12,04:40,INJURED,26,M
12/22/12,17:50,INJURED,45,M
12/22/12,21:30,NONE,50,M
12/22/12,21:00,INJURED,67,F
12/23/12,10:50,INJURED,23,M
12/23/12,02:10,INJURED,31,M
12/23/12,00:10,INJURED,32,M
12/23/12,12:10,INJURED,32,F
12/23/12,22:00,INJURED,52,M
12/23/12,11:20,INJURED,61,F
12/23/12,15:55,INJURED,67,F
12/24/12,06:30,INJURED,22,F
12/24/12,17:25,INJURED,29,F
12/24/12,17:30,INJURED,30,M
12/24/12,00:05,INJURED,33,M
12/24/12,08:20,INJURED,34,F
12/24/12,18:30,NONE,52,F
12/24/12,06:35,INJURED,65,M
12/24/12,12:55,INJURED,0,M
12/25/12,18:20,INJURED,26,F
12/25/12,14:25,INJURED,0,M
12/25/12,22:30,INJURED,0,M
12/26/12,18:30,INJURED,21,M
12/26/12,18:40,INJURED,37,M
12/26/12,18:15,INJURED,41,M
12/26/12,19:15,INJURED,48,M
12/26/12,13:45,INJURED,58,F
12/26/12,12:45,INJURED,70,M
12/26/12,05:15,INJURED,75,F
12/26/12,16:20,INJURED,90,M
12/26/12,14:00,INJURED,92,F
12/26/12,12:15,INJURED,0,M
12/26/12,18:55,INJURED,0,X
12/26/12,10:35,INJURED,0,M
12/26/12,15:30,INJURED,0,M
12/27/12,18:35,INJURED,21,M
12/27/12,15:40,INJURED,24,M
12/27/12,06:55,INJURED,40,M
12/27/12,20:00,INJURED,49,M
12/27/12,12:30,INJURED,58,F
12/27/12,15:55,INJURED,0,M
12/28/12,15:45,INJURED,24,M
12/28/12,17:50,INJURED,27,F
12/28/12,17:40,INJURED,28,F
12/28/12,07:35,INJURED,31,F
12/28/12,17:30,NONE,43,M
12/28/12,09:25,INJURED,44,F
12/28/12,09:30,INJURED,48,F
12/28/12,12:50,INJURED,57,F
12/28/12,01:35,INJURED,67,M
12/28/12,11:05,INJURED,75,F
12/28/12,17:30,NONE,0,M
12/28/12,20:50,INJURED,0,M
12/28/12,11:40,INJURED,0,M
12/29/12,01:45,INJURED,21,F
12/29/12,16:50,INJURED,33,F
12/29/12,07:50,INJURED,60,M
12/29/12,21:20,INJURED,0,M
12/29/12,18:25,INJURED,0,F
12/30/12,13:30,INJURED,23,F
12/30/12,20:04,INJURED,30,M
12/30/12,19:10,INJURED,32,M
12/30/12,15:45,INJURED,47,M
12/30/12,17:10,INJURED,68,M
12/30/12,10:15,INJURED,68,M
12/30/12,16:10,INJURED,0,F
12/31/12,15:15,INJURED,20,F
12/31/12,17:50,INJURED,21,F
12/31/12,15:50,INJURED,22,F
12/31/12,14:30,INJURED,25,M
12/31/12,14:10,INJURED,32,M
12/31/12,07:25,INJURED,41,F
12/31/12,19:10,INJURED,46,F
12/31/12,19:55,INJURED,50,M
12/31/12,17:09,INJURED,56,F
12/31/12,16:40,INJURED,57,M
12/31/12,16:10,INJURED,0,M
12/31/12,19:05,INJURED,0,F
12/31/12,15:45,INJURED,0,M
12/31/12,19:55,INJURED,0,M
1/1/13,02:55,INJURED,23,M
1/1/13,18:05,INJURED,23,M
1/1/13,03:45,INJURED,25,M
1/1/13,17:50,INJURED,29,M
1/1/13,08:00,INJURED,34,M
1/1/13,15:15,NONE,41,M
1/1/13,15:40,INJURED,42,F
1/1/13,19:18,INJURED,44,M
1/1/13,17:30,INJURED,59,M
1/1/13,15:20,INJURED,0,F
1/1/13,20:15,INJURED,0,M
1/2/13,09:22,INJURED,22,M
1/2/13,20:10,NONE,25,M
1/2/13,19:45,INJURED,25,M
1/2/13,08:10,INJURED,26,F
1/2/13,10:22,INJURED,34,F
1/2/13,16:30,INJURED,39,F
1/2/13,17:30,INJURED,41,M
1/2/13,15:35,INJURED,42,M
1/2/13,21:20,INJURED,42,M
1/2/13,17:30,INJURED,59,M
1/2/13,16:45,INJURED,0,M
1/2/13,15:50,INJURED,0,M
1/3/13,12:50,INJURED,26,F
1/3/13,19:15,INJURED,29,F
1/3/13,15:45,INJURED,31,F
1/3/13,18:10,INJURED,33,M
1/3/13,08:30,NONE,43,M
1/3/13,07:10,INJURED,50,M
1/3/13,17:05,INJURED,55,F
1/3/13,09:15,INJURED,74,M
1/3/13,15:20,INJURED,80,M
1/3/13,14:15,INJURED,81,M
1/3/13,19:20,INJURED,0,M
1/3/13,11:15,INJURED,0,M
1/3/13,20:30,INJURED,0,M
1/3/13,18:10,INJURED,0,M
1/4/13,11:00,INJURED,20,M
1/4/13,14:50,INJURED,21,F
1/4/13,12:30,INJURED,21,M
1/4/13,12:00,INJURED,26,F
1/4/13,16:30,INJURED,35,M
1/4/13,17:35,INJURED,39,F
1/4/13,15:10,INJURED,39,M
1/4/13,10:35,INJURED,46,M
1/4/13,22:10,INJURED,55,M
1/4/13,19:00,INJURED,57,M
1/4/13,12:55,INJURED,58,M
1/4/13,22:45,INJURED,63,M
1/4/13,19:00,INJURED,65,F
1/4/13,09:20,INJURED,65,F
1/4/13,00:30,NONE,0,M
1/4/13,17:20,INJURED,0,F
1/5/13,10:55,INJURED,23,M
1/5/13,17:50,INJURED,23,M
1/5/13,02:25,INJURED,25,F
1/5/13,19:25,INJURED,33,M
1/5/13,19:40,INJURED,34,M
1/5/13,15:20,INJURED,34,M
1/5/13,17:30,INJURED,48,M
1/5/13,12:50,INJURED,52,M
1/5/13,20:10,INJURED,55,M
1/5/13,12:40,INJURED,60,F
1/5/13,18:15,INJURED,66,M
1/5/13,15:15,INJURED,72,M
1/5/13,16:00,INJURED,80,M
1/5/13,13:25,INJURED,0,M
1/6/13,21:05,INJURED,28,F
1/6/13,02:05,INJURED,29,M
1/6/13,02:30,INJURED,44,M
1/6/13,13:15,INJURED,45,M
1/6/13,18:30,INJURED,58,F
1/7/13,12:25,INJURED,20,M
1/7/13,15:15,INJURED,28,F
1/7/13,09:20,INJURED,37,M
1/7/13,08:00,INJURED,39,M
1/7/13,19:15,INJURED,40,M
1/7/13,16:30,INJURED,43,M
1/7/13,18:45,INJURED,43,M
1/7/13,09:45,INJURED,44,M
1/7/13,08:40,INJURED,48,F
1/7/13,14:40,INJURED,51,F
1/7/13,19:45,INJURED,57,F
1/7/13,11:00,INJURED,0,M
1/7/13,19:00,INJURED,0,M
1/8/13,12:25,INJURED,24,M
1/8/13,10:30,INJURED,25,F
1/8/13,13:10,INJURED,28,M
1/8/13,23:50,INJURED,28,M
1/8/13,12:35,INJURED,29,M
1/8/13,08:00,INJURED,34,F
1/8/13,18:30,INJURED,37,M
1/8/13,07:00,INJURED,39,M
1/8/13,20:13,INJURED,43,F
1/8/13,21:20,INJURED,48,M
1/8/13,07:40,INJURED,50,M
1/8/13,12:10,INJURED,52,F
1/8/13,09:45,INJURED,57,M
1/8/13,15:35,INJURED,63,F
1/8/13,17:45,INJURED,71,F
1/8/13,14:15,INJURED,72,F
1/8/13,07:41,INJURED,0,M
1/8/13,17:50,INJURED,0,F
1/8/13,16:00,INJURED,0,F
1/8/13,08:15,INJURED,0,F
1/8/13,10:30,INJURED,0,
1/9/13,18:30,INJURED,20,M
1/9/13,08:15,INJURED,20,M
1/9/13,09:00,INJURED,26,F
1/9/13,17:30,INJURED,30,F
1/9/13,08:10,INJURED,33,M
1/9/13,17:05,INJURED,35,F
1/9/13,13:20,INJURED,42,M
1/9/13,22:00,INJURED,45,M
1/9/13,10:15,INJURED,49,M
1/9/13,14:10,NONE,60,F
1/10/13,18:30,INJURED,23,M
1/10/13,09:30,INJURED,36,F
1/10/13,02:30,INJURED,37,M
1/10/13,18:00,INJURED,40,F
1/10/13,07:35,INJURED,40,F
1/10/13,08:20,INJURED,42,M
1/10/13,19:40,INJURED,43,M
1/10/13,06:10,INJURED,44,M
1/10/13,13:00,INJURED,49,F
1/10/13,14:45,INJURED,52,F
1/10/13,15:00,INJURED,53,M
1/10/13,06:00,INJURED,67,M
1/10/13,14:10,INJURED,83,M
1/10/13,07:35,INJURED,0,F
1/10/13,15:30,INJURED,0,M
1/11/13,10:55,INJURED,22,M
1/11/13,23:20,INJURED,25,M
1/11/13,11:50,INJURED,31,M
1/11/13,07:30,INJURED,33,F
1/11/13,15:25,INJURED,40,M
1/11/13,09:05,INJURED,55,M
1/11/13,02:30,INJURED,57,M
1/11/13,15:40,INJURED,57,F
1/11/13,05:00,INJURED,60,M
1/11/13,09:00,INJURED,66,M
1/11/13,07:45,INJURED,70,M
1/11/13,13:45,INJURED,72,F
1/11/13,15:50,INJURED,82,M
1/11/13,10:50,INJURED,82,M
1/11/13,15:50,NONE,0,M
1/11/13,16:00,INJURED,0,M
1/11/13,18:40,INJURED,0,F
1/11/13,18:00,INJURED,0,M
1/11/13,07:40,INJURED,0,M
1/12/13,20:45,INJURED,25,F
1/12/13,22:00,INJURED,26,F
1/12/13,14:01,INJURED,26,M
1/12/13,02:20,INJURED,36,F
1/12/13,18:25,INJURED,42,M
1/12/13,13:30,INJURED,50,F
1/12/13,17:30,INJURED,54,M
1/12/13,11:50,INJURED,58,M
1/12/13,18:01,INJURED,59,F
1/12/13,10:05,INJURED,59,M
1/12/13,21:05,INJURED,0,M
1/13/13,15:25,NONE,25,F
1/13/13,02:55,INJURED,31,F
1/13/13,20:15,INJURED,42,M
1/13/13,17:45,INJURED,44,M
1/13/13,13:30,INJURED,46,M
1/13/13,13:10,INJURED,49,F
1/13/13,13:55,INJURED,49,M
1/13/13,14:50,INJURED,52,F
1/13/13,17:00,INJURED,0,M
1/13/13,14:05,INJURED,0,F
1/14/13,11:05,INJURED,20,M
1/14/13,16:20,INJURED,22,M
1/14/13,09:20,INJURED,25,F
1/14/13,07:50,INJURED,28,M
1/14/13,17:50,INJURED,28,M
1/14/13,08:35,INJURED,31,F
1/14/13,16:15,INJURED,37,F
1/14/13,15:20,INJURED,37,M
1/14/13,19:50,INJURED,39,M
1/14/13,07:25,INJURED,41,M
1/14/13,18:10,INJURED,43,M
1/14/13,21:30,INJURED,47,M
1/14/13,07:30,NONE,60,M
1/14/13,16:20,INJURED,0,F
1/14/13,18:00,INJURED,0,M
1/14/13,07:30,INJURED,0,F
1/15/13,07:50,INJURED,20,M
