date,time,injury,age,PED_ROLE,sex
01/17/2020,13:10,INJURED,5,Pedestrian,F
12/20/2019,8:02,INJURED,41,Pedestrian,F
12/05/2019,13:20,INJURED,49,Pedestrian,F
01/19/2020,13:25,INJURED,44,Pedestrian,M
01/21/2020,10:15,INJURED,74,Pedestrian,F
03/13/2020,6:50,INJURED,45,Pedestrian,F
12/21/2019,21:25,INJURED,17,Pedestrian,F
01/31/2020,8:45,NONE,25,Pedestrian,M
03/17/2020,9:56,INJURED,32,Pedestrian,F
12/18/2019,8:58,INJURED,19,Pedestrian,M
02/03/2020,17:30,INJURED,23,Pedestrian,F
01/31/2020,11:32,INJURED,59,Pedestrian,F
01/08/2020,5:55,INJURED,25,Pedestrian,F
12/04/2019,17:15,INJURED,36,Pedestrian,F
02/11/2020,19:28,INJURED,14,Pedestrian,
02/27/2020,22:30,INJURED,35,Pedestrian,F
01/07/2020,17:59,INJURED,51,Pedestrian,M
01/09/2020,17:53,INJURED,69,Pedestrian,M
03/12/2020,20:14,INJURED,51,Pedestrian,F
11/26/2019,7:04,INJURED,44,Pedestrian,F
01/11/2020,10:10,INJURED,69,Pedestrian,F
04/28/2020,11:00,INJURED,35,Pedestrian,F
11/29/2019,6:45,INJURED,82,Pedestrian,M
12/03/2019,7:10,INJURED,49,Pedestrian,F
12/09/2019,17:15,INJURED,53,Pedestrian,F
01/09/2020,22:22,INJURED,32,Pedestrian,M
12/24/2019,11:45,INJURED,61,Pedestrian,M
02/07/2020,18:30,INJURED,89,Pedestrian,M
12/06/2019,19:32,INJURED,46,Pedestrian,F
03/15/2020,18:03,INJURED,71,Pedestrian,M
01/01/2020,22:59,NONE,28,Pedestrian,F
03/04/2020,8:18,INJURED,36,Pedestrian,F
12/09/2019,18:49,INJURED,56,Pedestrian,M
12/21/2019,21:17,INJURED,54,Pedestrian,F
12/24/2019,10:40,INJURED,31,Pedestrian,M
12/02/2019,19:19,KILLED,53,Pedestrian,M
04/30/2020,7:34,INJURED,33,Pedestrian,F
02/15/2020,10:20,INJURED,27,Pedestrian,F
01/09/2020,0:00,INJURED,41,Pedestrian,M
01/25/2020,22:45,INJURED,23,Pedestrian,F
01/09/2020,11:00,INJURED,70,Pedestrian,F
01/05/2020,17:30,INJURED,24,Pedestrian,M
01/15/2020,8:30,INJURED,33,Pedestrian,F
12/20/2019,12:50,INJURED,34,Pedestrian,F
01/25/2020,3:40,INJURED,59,Pedestrian,F
12/30/2019,16:20,INJURED,26,Pedestrian,F
03/15/2020,7:15,INJURED,38,Pedestrian,M
02/11/2020,20:01,INJURED,26,Pedestrian,F
01/01/2020,2:16,INJURED,58,Pedestrian,M
03/11/2020,8:34,INJURED,55,Pedestrian,F
03/06/2020,12:42,INJURED,75,Pedestrian,M
01/11/2020,10:13,INJURED,25,Pedestrian,F
01/08/2020,13:00,INJURED,53,Pedestrian,F
01/31/2020,10:38,INJURED,63,Pedestrian,F
01/25/2020,15:00,INJURED,37,Pedestrian,F
11/24/2019,20:34,INJURED,47,Pedestrian,F
01/19/2020,12:00,INJURED,9,Pedestrian,F
01/20/2020,15:19,INJURED,63,Pedestrian,M
12/19/2019,8:15,INJURED,11,Pedestrian,F
12/20/2019,13:55,INJURED,82,Pedestrian,F
02/11/2020,19:40,INJURED,65,Pedestrian,F
12/19/2019,21:45,INJURED,16,Pedestrian,F
02/14/2020,22:42,INJURED,56,Pedestrian,M
01/14/2020,6:30,INJURED,22,Pedestrian,M
01/17/2020,8:00,INJURED,20,Pedestrian,M
12/13/2019,19:00,INJURED,61,Pedestrian,F
03/23/2020,19:30,INJURED,27,Pedestrian,M
12/13/2019,18:15,INJURED,64,Pedestrian,F
12/31/2019,7:30,INJURED,51,Pedestrian,M
01/03/2020,23:15,INJURED,67,Pedestrian,F
12/06/2019,0:22,INJURED,38,Pedestrian,F
02/25/2020,19:12,INJURED,17,Pedestrian,F
12/10/2019,16:45,INJURED,11,Pedestrian,F
01/09/2020,13:26,INJURED,66,Pedestrian,F
02/12/2020,1:29,NONE,30,Pedestrian,F
12/03/2019,19:50,INJURED,76,Pedestrian,F
11/30/2019,19:11,NONE,32,Pedestrian,F
12/13/2019,17:30,NONE,43,Pedestrian,F
02/10/2020,19:50,INJURED,18,Pedestrian,F
01/22/2020,7:28,INJURED,57,Pedestrian,M
03/16/2020,15:45,NONE,23,Pedestrian,M
12/17/2019,17:10,INJURED,12,Pedestrian,M
11/26/2019,16:17,NONE,7,Pedestrian,M
02/13/2020,9:12,INJURED,71,Pedestrian,F
12/13/2019,19:55,INJURED,,Pedestrian,M
12/02/2019,16:00,INJURED,14,Pedestrian,F
01/30/2020,20:00,INJURED,72,Pedestrian,M
01/31/2020,19:27,INJURED,32,Pedestrian,F
01/04/2020,20:10,INJURED,54,Pedestrian,M
01/31/2020,18:24,INJURED,18,Pedestrian,F
02/10/2020,18:30,INJURED,54,Pedestrian,M
02/04/2020,8:04,INJURED,13,Pedestrian,F
01/02/2019,20:33,INJURED,25,Pedestrian,F
05/02/2020,15:39,INJURED,53,Pedestrian,F
12/11/2019,9:15,INJURED,61,Pedestrian,M
03/20/2020,15:14,INJURED,54,Pedestrian,F
12/13/2019,17:10,INJURED,38,Pedestrian,F
03/19/2020,14:00,INJURED,77,Pedestrian,F
12/13/2019,19:00,INJURED,59,Pedestrian,F
12/11/2019,0:00,INJURED,39,Pedestrian,F
02/21/2020,16:30,NONE,48,Pedestrian,F
12/02/2019,17:28,INJURED,16,Pedestrian,F
01/25/2020,16:35,NONE,47,Pedestrian,M
02/10/2020,6:05,INJURED,52,Pedestrian,F
01/14/2020,19:03,INJURED,50,Pedestrian,M
01/15/2020,13:31,INJURED,41,Pedestrian,M
03/18/2020,12:20,INJURED,67,Pedestrian,M
02/05/2020,9:36,INJURED,44,Pedestrian,F
01/14/2020,6:40,INJURED,63,Pedestrian,M
01/16/2020,6:54,INJURED,3,Pedestrian,M
12/25/2019,12:17,INJURED,90,Pedestrian,F
02/25/2020,18:47,INJURED,29,Pedestrian,F
02/06/2020,5:20,INJURED,64,Pedestrian,F
02/21/2020,12:05,INJURED,68,Pedestrian,F
01/14/2020,21:20,INJURED,59,Pedestrian,M
04/25/2020,19:18,INJURED,33,Pedestrian,M
12/08/2019,21:31,NONE,2,Pedestrian,M
01/17/2020,10:30,NONE,35,Pedestrian,M
03/12/2020,23:42,INJURED,44,Pedestrian,F
02/17/2020,11:35,NONE,21,Pedestrian,M
03/18/2020,18:45,INJURED,37,Pedestrian,F
12/24/2019,11:17,INJURED,55,Pedestrian,F
03/05/2020,11:00,INJURED,34,Pedestrian,F
12/17/2019,8:23,NONE,64,Pedestrian,M
01/29/2020,20:53,INJURED,27,Pedestrian,M
01/06/2020,14:00,INJURED,12,Pedestrian,M
03/03/2020,15:45,NONE,47,Pedestrian,F
11/27/2019,10:55,INJURED,25,Pedestrian,M
12/03/2019,6:20,INJURED,40,Pedestrian,M
04/07/2020,16:12,NONE,35,Pedestrian,M
04/04/2020,16:40,INJURED,41,Pedestrian,F
02/04/2020,6:24,NONE,22,Pedestrian,F
12/23/2019,9:25,INJURED,47,Pedestrian,M
12/13/2019,20:11,NONE,57,Pedestrian,M
01/22/2020,15:20,INJURED,27,Pedestrian,F
12/13/2019,18:00,INJURED,38,Pedestrian,F
02/06/2020,13:00,NONE,22,Pedestrian,M
12/20/2019,14:30,INJURED,17,Pedestrian,F
12/05/2019,8:40,INJURED,79,Pedestrian,M
12/02/2019,6:45,NONE,,Pedestrian,F
02/06/2020,17:30,INJURED,42,Pedestrian,F
01/12/2020,14:00,INJURED,26,Pedestrian,M
02/25/2020,20:00,INJURED,52,Pedestrian,M
02/13/2020,20:17,INJURED,52,Pedestrian,M
02/19/2020,10:00,INJURED,51,Pedestrian,M
01/11/2020,14:30,INJURED,33,Pedestrian,F
12/23/2019,12:35,INJURED,26,Pedestrian,F
12/29/2019,19:57,INJURED,58,Pedestrian,M
02/13/2020,18:31,NONE,,Pedestrian,
12/30/2019,17:53,INJURED,30,Pedestrian,M
12/09/2019,20:00,INJURED,28,Pedestrian,F
12/29/2019,20:30,NONE,66,Pedestrian,F
02/08/2020,11:40,NONE,33,Pedestrian,F
12/02/2019,17:40,INJURED,33,Pedestrian,M
02/01/2020,17:17,INJURED,34,Pedestrian,F
02/16/2020,18:20,INJURED,60,Pedestrian,M
02/10/2020,18:20,INJURED,49,Pedestrian,M
12/06/2019,10:40,INJURED,61,Pedestrian,M
12/28/2019,13:47,INJURED,10,Pedestrian,F
11/29/2019,14:34,INJURED,53,Pedestrian,F
01/19/2020,19:15,INJURED,11,Pedestrian,M
01/02/2020,11:20,NONE,35,Pedestrian,M
12/17/2019,15:30,INJURED,70,Pedestrian,M
01/24/2020,16:30,INJURED,72,Pedestrian,F
12/02/2019,18:10,INJURED,52,Pedestrian,
01/05/2020,9:30,INJURED,54,Pedestrian,M
01/23/2020,18:49,INJURED,12,Pedestrian,F
01/03/2020,9:00,INJURED,12,Pedestrian,F
12/07/2019,12:34,INJURED,8,Pedestrian,F
01/17/2020,20:10,INJURED,63,Pedestrian,F
12/18/2019,9:20,INJURED,53,Pedestrian,F
12/30/2019,6:46,INJURED,27,Pedestrian,F
05/22/2018,4:10,NONE,24,Pedestrian,M
11/15/2019,9:25,INJURED,34,Pedestrian,M
12/06/2019,13:34,INJURED,56,Pedestrian,M
12/17/2019,18:10,INJURED,47,Pedestrian,M
04/17/2020,0:30,INJURED,57,Pedestrian,M
12/21/2019,21:10,INJURED,33,Pedestrian,F
04/04/2020,6:43,INJURED,31,Pedestrian,M
12/16/2019,7:45,INJURED,44,Pedestrian,M
01/08/2020,8:10,INJURED,13,Pedestrian,F
07/20/2017,16:44,INJURED,41,Pedestrian,F
08/29/2019,2:35,KILLED,21,Pedestrian,M
11/25/2019,14:35,INJURED,31,Pedestrian,M
12/06/2019,9:30,INJURED,40,Pedestrian,F
12/16/2019,15:25,INJURED,40,Pedestrian,M
12/07/2019,23:10,INJURED,36,Pedestrian,M
12/14/2019,6:32,INJURED,44,Pedestrian,M
12/03/2019,20:20,INJURED,60,Pedestrian,M
03/05/2020,19:26,INJURED,45,Pedestrian,M
12/02/2019,19:15,NONE,22,Pedestrian,M
01/16/2020,13:20,INJURED,49,Pedestrian,M
02/13/2020,0:22,INJURED,31,Pedestrian,M
01/16/2020,17:35,INJURED,69,Pedestrian,M
03/15/2020,13:45,INJURED,14,Pedestrian,M
12/26/2019,18:19,INJURED,64,Pedestrian,F
01/11/2020,12:42,INJURED,51,Pedestrian,M
01/16/2020,7:50,INJURED,6,Pedestrian,F
12/07/2019,20:50,INJURED,48,Pedestrian,F
01/31/2020,12:15,INJURED,49,Pedestrian,M
03/12/2020,15:00,INJURED,32,Pedestrian,M
12/13/2019,22:17,INJURED,69,Pedestrian,M
12/09/2019,6:30,INJURED,62,Pedestrian,M
02/14/2020,2:14,INJURED,27,Pedestrian,M
03/12/2020,6:20,INJURED,24,Pedestrian,M
01/10/2020,10:47,NONE,65,Pedestrian,F
12/31/2019,17:06,KILLED,46,Pedestrian,M
12/17/2019,16:09,INJURED,36,Pedestrian,F
01/18/2020,10:32,INJURED,34,Pedestrian,M
01/06/2017,10:30,INJURED,56,Pedestrian,M
12/10/2019,19:34,INJURED,57,Pedestrian,F
01/11/2020,18:30,INJURED,,Pedestrian,F
02/07/2020,11:00,INJURED,63,Pedestrian,F
12/13/2019,20:25,INJURED,24,Pedestrian,M
01/22/2020,19:35,INJURED,14,Pedestrian,M
12/06/2019,15:20,NONE,13,Pedestrian,F
03/10/2020,16:40,INJURED,27,Pedestrian,F
12/10/2019,17:15,INJURED,30,Pedestrian,F
12/29/2019,17:20,INJURED,26,Pedestrian,F
02/29/2020,19:30,INJURED,52,Pedestrian,M
01/10/2020,11:55,NONE,32,Pedestrian,M
12/19/2019,8:15,NONE,35,Pedestrian,M
02/19/2020,18:10,NONE,15,Pedestrian,M
12/27/2019,22:08,INJURED,69,Pedestrian,F
01/28/2020,9:50,INJURED,,Pedestrian,M
03/17/2020,18:10,NONE,68,Pedestrian,F
02/14/2020,12:35,INJURED,17,Pedestrian,M
01/06/2020,16:50,INJURED,45,Pedestrian,F
01/21/2020,9:20,INJURED,49,Pedestrian,M
01/17/2020,6:10,INJURED,58,Pedestrian,M
01/03/2020,13:33,KILLED,70,Pedestrian,F
02/11/2020,7:40,INJURED,23,Pedestrian,M
12/27/2019,13:30,INJURED,51,Pedestrian,M
12/01/2019,21:40,INJURED,23,Pedestrian,M
04/22/2020,12:55,INJURED,22,Pedestrian,F
03/01/2020,19:37,INJURED,42,Pedestrian,M
01/29/2020,21:04,NONE,28,Pedestrian,M
01/25/2020,17:48,INJURED,59,Pedestrian,F
01/01/2020,12:26,INJURED,72,Pedestrian,M
03/01/2020,19:55,INJURED,57,Pedestrian,F
03/04/2020,13:30,INJURED,32,Pedestrian,F
01/02/2020,20:07,INJURED,19,Pedestrian,F
02/04/2020,8:20,INJURED,60,Pedestrian,F
12/28/2019,12:40,INJURED,75,Pedestrian,M
12/17/2019,15:11,INJURED,44,Pedestrian,M
02/10/2020,20:00,INJURED,22,Pedestrian,M
03/13/2020,10:41,INJURED,65,Pedestrian,M
01/30/2020,23:00,INJURED,20,Pedestrian,M
10/31/2017,15:08,KILLED,47,Pedestrian,M
12/10/2019,20:27,INJURED,37,Pedestrian,M
12/03/2019,9:07,INJURED,13,Pedestrian,M
01/30/2020,10:00,INJURED,24,Pedestrian,F
01/15/2020,9:05,INJURED,59,Pedestrian,F
01/22/2020,12:50,INJURED,39,Pedestrian,M
01/12/2020,4:45,INJURED,40,Pedestrian,F
02/13/2020,13:02,INJURED,36,Pedestrian,F
02/10/2020,19:30,INJURED,15,Pedestrian,F
12/09/2019,17:00,INJURED,3,Pedestrian,M
02/24/2020,21:45,INJURED,60,Pedestrian,M
02/25/2020,19:20,INJURED,56,Pedestrian,M
01/14/2020,21:30,INJURED,18,Pedestrian,F
01/02/2020,18:45,INJURED,56,Pedestrian,M
12/22/2019,22:20,INJURED,35,Pedestrian,M
01/22/2020,9:55,INJURED,66,Pedestrian,F
12/22/2019,20:10,NONE,18,Pedestrian,M
03/01/2020,3:05,NONE,33,Pedestrian,F
02/10/2020,7:05,INJURED,53,Pedestrian,M
02/23/2020,10:15,NONE,72,Pedestrian,M
03/07/2020,19:10,INJURED,21,Pedestrian,M
02/14/2020,18:25,INJURED,27,Pedestrian,M
03/24/2020,7:40,INJURED,72,Pedestrian,M
12/26/2019,11:18,INJURED,61,Pedestrian,F
11/11/2019,19:35,INJURED,30,Pedestrian,F
12/31/2019,23:10,INJURED,71,Pedestrian,M
12/10/2019,17:15,INJURED,56,Pedestrian,F
12/12/2019,17:42,INJURED,,Pedestrian,
11/12/2019,10:20,INJURED,58,Pedestrian,F
12/04/2019,20:11,INJURED,6,Pedestrian,F
04/20/2020,22:35,INJURED,70,Pedestrian,F
03/09/2020,15:40,INJURED,14,Pedestrian,F
03/02/2020,10:06,INJURED,44,Pedestrian,M
02/06/2020,17:50,INJURED,28,Pedestrian,F
03/13/2020,11:30,INJURED,52,Pedestrian,F
04/25/2020,13:30,INJURED,32,Pedestrian,F
05/10/2017,19:00,INJURED,26,Pedestrian,M
12/05/2019,17:50,INJURED,32,Pedestrian,F
02/06/2019,23:30,INJURED,25,Pedestrian,M
02/08/2020,12:50,NONE,41,Pedestrian,F
12/22/2019,14:10,INJURED,61,Pedestrian,M
02/05/2020,15:10,NONE,,Pedestrian,M
12/26/2019,19:07,INJURED,11,Pedestrian,M
01/12/2020,17:00,INJURED,24,Pedestrian,M
07/07/2017,14:59,INJURED,70,Pedestrian,F
12/03/2019,9:07,INJURED,37,Pedestrian,F
01/14/2020,18:00,INJURED,16,Pedestrian,F
01/25/2020,11:42,INJURED,70,Pedestrian,F
12/11/2019,18:55,INJURED,17,Pedestrian,M
12/05/2019,17:50,INJURED,17,Pedestrian,F
01/17/2020,21:14,INJURED,47,Pedestrian,M
01/20/2020,13:00,INJURED,23,Pedestrian,M
04/27/2020,9:30,INJURED,41,Pedestrian,F
03/12/2020,23:29,INJURED,48,Pedestrian,M
12/09/2019,7:04,INJURED,30,Pedestrian,F
11/28/2019,23:50,INJURED,21,Pedestrian,F
02/17/2020,7:30,INJURED,38,Pedestrian,M
03/06/2020,8:00,INJURED,76,Pedestrian,F
02/10/2020,16:00,INJURED,24,Pedestrian,F
02/08/2020,19:40,INJURED,31,Pedestrian,F
02/11/2020,7:10,INJURED,8,Pedestrian,M
01/15/2020,18:45,NONE,74,Pedestrian,M
11/19/2019,12:12,INJURED,34,Pedestrian,M
12/18/2019,8:40,INJURED,29,Pedestrian,F
01/08/2020,18:35,INJURED,35,Pedestrian,F
03/09/2020,13:25,INJURED,49,Pedestrian,M
02/29/2020,22:00,INJURED,61,Pedestrian,M
01/04/2020,1:20,INJURED,27,Pedestrian,M
03/16/2020,19:45,INJURED,56,Pedestrian,M
01/29/2020,15:10,INJURED,7,Pedestrian,F
01/18/2020,18:33,INJURED,34,Pedestrian,M
01/19/2020,20:45,INJURED,23,Pedestrian,F
02/12/2020,11:45,INJURED,33,Pedestrian,F
12/16/2019,22:46,INJURED,43,Pedestrian,F
01/31/2020,4:27,INJURED,30,Pedestrian,M
12/09/2019,11:30,INJURED,71,Pedestrian,F
11/17/2019,17:41,INJURED,56,Pedestrian,F
01/31/2020,6:24,INJURED,21,Pedestrian,M
02/23/2020,4:40,INJURED,76,Pedestrian,M
12/11/2019,8:45,INJURED,24,Pedestrian,F
01/26/2020,12:15,INJURED,45,Pedestrian,F
01/31/2020,9:00,INJURED,11,Pedestrian,M
02/19/2020,3:22,INJURED,53,Pedestrian,M
02/29/2020,13:35,INJURED,51,Pedestrian,F
12/10/2019,17:00,INJURED,57,Pedestrian,M
12/28/2019,12:29,INJURED,40,Pedestrian,F
12/29/2019,20:50,INJURED,68,Pedestrian,M
10/28/2019,19:50,KILLED,50,Pedestrian,F
11/26/2019,9:11,INJURED,54,Pedestrian,M
12/03/2019,8:30,INJURED,46,Pedestrian,F
02/15/2020,19:19,INJURED,60,Pedestrian,M
12/08/2019,19:50,INJURED,47,Pedestrian,M
03/06/2020,19:50,INJURED,70,Pedestrian,F
03/03/2020,8:00,INJURED,15,Pedestrian,F
01/13/2020,15:14,INJURED,60,Pedestrian,M
03/09/2020,8:30,INJURED,11,Pedestrian,M
12/20/2019,8:42,INJURED,43,Pedestrian,M
11/30/2019,0:00,INJURED,58,Pedestrian,F
02/10/2020,14:50,INJURED,16,Pedestrian,F
02/04/2018,23:00,INJURED,74,Pedestrian,M
02/10/2020,18:20,INJURED,24,Pedestrian,F
01/20/2020,17:45,INJURED,23,Pedestrian,M
02/02/2020,23:24,INJURED,37,Pedestrian,F
02/13/2020,13:30,NONE,33,Pedestrian,M
11/22/2019,12:30,INJURED,15,Pedestrian,F
04/23/2020,17:30,INJURED,34,Pedestrian,F
12/26/2019,16:08,INJURED,67,Pedestrian,F
03/09/2020,11:37,INJURED,44,Pedestrian,F
03/29/2020,16:42,INJURED,68,Pedestrian,F
01/29/2020,20:00,INJURED,30,Pedestrian,F
12/24/2019,10:40,INJURED,76,Pedestrian,F
03/20/2020,11:57,INJURED,62,Pedestrian,M
11/22/2019,9:54,INJURED,23,Pedestrian,F
04/17/2020,17:34,INJURED,27,Pedestrian,F
02/07/2020,11:35,INJURED,43,Pedestrian,M
11/25/2019,7:30,INJURED,10,Pedestrian,M
02/10/2020,19:00,INJURED,39,Pedestrian,F
12/18/2019,13:53,INJURED,14,Pedestrian,M
12/02/2019,10:00,INJURED,69,Pedestrian,M
03/26/2020,14:00,INJURED,69,Pedestrian,M
01/05/2020,11:10,INJURED,31,Pedestrian,F
12/29/2019,11:20,INJURED,61,Pedestrian,F
12/13/2019,18:55,INJURED,35,Pedestrian,F
03/10/2020,21:49,INJURED,5,Pedestrian,M
10/29/2019,20:15,KILLED,52,Pedestrian,F
12/06/2019,21:55,INJURED,42,Pedestrian,M
12/24/2019,1:15,INJURED,38,Pedestrian,F
02/24/2020,7:23,INJURED,13,Pedestrian,M
04/07/2020,18:36,INJURED,,Pedestrian,F
12/11/2019,19:17,INJURED,56,Pedestrian,F
03/03/2020,5:47,INJURED,61,Pedestrian,M
12/27/2019,7:35,INJURED,55,Pedestrian,F
02/25/2020,20:15,INJURED,65,Pedestrian,M
12/17/2019,19:57,INJURED,36,Pedestrian,F
12/18/2019,14:45,INJURED,31,Pedestrian,F
02/27/2020,18:20,INJURED,22,Pedestrian,F
12/09/2019,17:00,INJURED,63,Pedestrian,F
03/06/2020,14:49,INJURED,8,Pedestrian,F
11/26/2019,17:30,INJURED,25,Pedestrian,F
12/12/2019,20:53,INJURED,66,Pedestrian,F
02/24/2020,8:18,INJURED,19,Pedestrian,F
03/14/2020,9:30,INJURED,55,Pedestrian,M
03/12/2020,18:12,INJURED,,Pedestrian,F
12/14/2019,6:20,INJURED,69,Pedestrian,F
12/12/2019,21:15,INJURED,15,Pedestrian,M
03/08/2020,18:16,INJURED,85,Pedestrian,F
12/28/2019,18:55,NONE,,Pedestrian,F
11/26/2019,8:40,INJURED,14,Pedestrian,M
12/17/2019,6:40,INJURED,22,Pedestrian,F
10/12/2018,8:00,INJURED,40,Pedestrian,M
04/23/2020,23:15,INJURED,24,Pedestrian,M
12/05/2019,1:45,INJURED,60,Pedestrian,M
03/09/2020,5:46,INJURED,33,Pedestrian,M
02/08/2020,10:11,INJURED,59,Pedestrian,M
02/23/2020,12:50,INJURED,7,Pedestrian,M
03/11/2020,13:35,INJURED,78,Pedestrian,F
01/16/2020,7:25,INJURED,17,Pedestrian,F
12/20/2019,20:00,INJURED,81,Pedestrian,M
12/11/2019,6:15,INJURED,32,Pedestrian,M
12/22/2019,22:56,INJURED,43,Pedestrian,M
04/07/2020,21:32,INJURED,60,Pedestrian,F
12/26/2019,22:25,INJURED,32,Pedestrian,F
12/06/2019,22:30,INJURED,70,Pedestrian,M
12/01/2019,20:50,INJURED,48,Pedestrian,F
02/22/2020,13:00,INJURED,81,Pedestrian,F
12/26/2019,0:00,INJURED,18,Pedestrian,M
04/17/2020,3:00,INJURED,44,Pedestrian,M
01/24/2020,7:20,INJURED,52,Pedestrian,M
12/14/2019,0:10,INJURED,28,Pedestrian,F
01/09/2020,19:30,INJURED,38,Pedestrian,M
12/23/2019,17:30,NONE,,Pedestrian,M
03/08/2020,19:30,INJURED,11,Pedestrian,F
01/15/2020,0:30,INJURED,36,Pedestrian,M
11/30/2019,12:48,INJURED,53,Pedestrian,F
11/15/2019,11:52,INJURED,42,Pedestrian,M
11/21/2019,12:29,INJURED,1,Pedestrian,M
02/01/2020,18:14,KILLED,57,Pedestrian,M
02/11/2020,15:35,INJURED,72,Pedestrian,F
12/03/2019,20:01,INJURED,34,Pedestrian,F
01/16/2020,12:45,INJURED,18,Pedestrian,M
02/22/2020,16:45,INJURED,33,Pedestrian,F
01/19/2020,19:30,INJURED,65,Pedestrian,F
12/13/2019,17:20,INJURED,65,Pedestrian,M
01/29/2020,7:25,INJURED,15,Pedestrian,M
01/06/2020,18:29,INJURED,,Pedestrian,M
12/11/2019,15:30,INJURED,54,Pedestrian,F
01/23/2020,16:00,INJURED,49,Pedestrian,M
12/10/2019,22:30,INJURED,21,Pedestrian,M
02/03/2020,6:00,INJURED,54,Pedestrian,F
12/10/2019,17:50,INJURED,12,Pedestrian,M
12/03/2019,15:15,NONE,22,Pedestrian,M
11/21/2019,8:21,INJURED,54,Pedestrian,F
12/17/2019,17:42,INJURED,39,Pedestrian,F
02/08/2020,20:49,INJURED,30,Pedestrian,M
01/06/2020,22:40,INJURED,75,Pedestrian,M
12/09/2019,18:31,INJURED,48,Pedestrian,F
02/07/2020,16:15,INJURED,7,Pedestrian,M
11/23/2019,23:20,INJURED,24,Pedestrian,F
11/22/2019,12:10,INJURED,51,Pedestrian,M
11/21/2019,12:29,INJURED,53,Pedestrian,F
11/25/2019,8:35,NONE,,Pedestrian,M
11/24/2019,14:40,INJURED,17,Pedestrian,M
11/24/2019,3:25,NONE,22,Pedestrian,F
11/18/2019,5:45,INJURED,35,Pedestrian,M
11/24/2019,17:00,INJURED,15,Pedestrian,F
11/23/2019,9:06,INJURED,38,Pedestrian,M
11/24/2019,15:48,INJURED,24,Pedestrian,F
10/19/2019,5:30,INJURED,41,Pedestrian,M
11/19/2019,0:20,INJURED,22,Pedestrian,F
11/23/2019,18:48,INJURED,27,Pedestrian,M
11/21/2019,16:57,INJURED,43,Pedestrian,F
11/20/2019,10:50,INJURED,58,Pedestrian,M
11/02/2019,14:30,INJURED,22,Pedestrian,F
11/24/2019,20:47,INJURED,28,Pedestrian,M
11/24/2019,20:40,INJURED,67,Pedestrian,F
11/23/2019,23:50,INJURED,20,Pedestrian,M
11/24/2019,17:06,INJURED,71,Pedestrian,M
11/24/2019,15:30,INJURED,35,Pedestrian,M
11/24/2019,6:55,INJURED,76,Pedestrian,M
11/24/2019,11:45,INJURED,62,Pedestrian,F
11/23/2019,0:30,NONE,54,Pedestrian,M
11/24/2019,12:10,INJURED,78,Pedestrian,F
11/22/2019,18:00,INJURED,69,Pedestrian,F
11/13/2019,12:00,INJURED,54,Pedestrian,F
11/19/2019,17:47,INJURED,13,Pedestrian,M
11/24/2019,16:48,INJURED,52,Pedestrian,F
11/24/2019,2:30,INJURED,45,Pedestrian,M
11/25/2019,5:48,INJURED,57,Pedestrian,F
11/21/2019,14:15,INJURED,,Pedestrian,M
11/16/2019,12:35,INJURED,67,Pedestrian,F
11/23/2019,13:30,INJURED,37,Pedestrian,M
11/22/2019,12:07,NONE,26,Pedestrian,M
11/24/2019,20:40,INJURED,39,Pedestrian,M
11/24/2019,3:45,INJURED,27,Pedestrian,M
11/21/2019,12:29,INJURED,2,Pedestrian,F
11/18/2019,20:04,INJURED,30,Pedestrian,M
11/23/2019,0:15,INJURED,28,Pedestrian,F
04/30/2020,12:01,INJURED,56,Pedestrian,F
11/23/2019,2:42,INJURED,23,Pedestrian,F
11/16/2019,12:40,INJURED,23,Pedestrian,M
03/03/2020,16:13,INJURED,72,Pedestrian,F
04/11/2020,19:34,INJURED,26,Pedestrian,M
02/28/2020,15:00,INJURED,11,Pedestrian,M
12/19/2019,8:29,INJURED,36,Pedestrian,F
02/21/2020,9:57,INJURED,38,Pedestrian,M
02/22/2020,8:27,INJURED,53,Pedestrian,M
02/03/2020,6:50,INJURED,41,Pedestrian,F
01/31/2020,4:15,NONE,31,Pedestrian,M
01/29/2020,15:15,INJURED,25,Pedestrian,F
02/02/2020,3:30,INJURED,30,Pedestrian,F
01/24/2020,9:00,INJURED,25,Pedestrian,M
01/29/2020,22:45,INJURED,24,Pedestrian,F
01/31/2020,7:09,INJURED,20,Pedestrian,F
01/21/2020,12:47,NONE,59,Pedestrian,M
02/06/2020,18:40,INJURED,17,Pedestrian,F
02/04/2020,6:18,INJURED,32,Pedestrian,F
01/07/2020,6:52,INJURED,40,Pedestrian,F
12/30/2019,6:45,INJURED,66,Pedestrian,M
12/19/2019,21:00,INJURED,16,Pedestrian,F
12/24/2019,14:00,INJURED,49,Pedestrian,F
01/07/2020,6:52,KILLED,10,Pedestrian,M
01/07/2020,14:15,INJURED,19,Pedestrian,F
12/27/2019,13:45,INJURED,51,Pedestrian,M
12/17/2019,0:00,INJURED,14,Pedestrian,F
12/14/2019,13:20,INJURED,43,Pedestrian,M
12/16/2019,18:15,INJURED,56,Pedestrian,F
12/09/2019,13:58,INJURED,75,Pedestrian,F
12/20/2019,6:54,INJURED,52,Pedestrian,F
12/30/2019,17:44,NONE,31,Pedestrian,F
12/12/2019,12:10,INJURED,64,Pedestrian,M
12/02/2019,18:40,INJURED,70,Pedestrian,M
10/26/2019,18:45,INJURED,30,Pedestrian,M
